"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"IntendedRecipient","IntendedRecipient","","","",1,1,"","","","null {[]} {[]}
"IntendedRecipient.id.assigningAuthorityName","IntendedRecipient.id.assigningAuthorityName","","","Assigning Authority Name",0,0,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/st-simple]]} {[]}
","","A human readable name or mnemonic for the assigning authority. The Assigning Authority Name has no computational value. The purpose of a Assigning Authority Name is to assist an unaided human interpreter of an II value to interpret the authority. Note: no automated processing must depend on the assigning authority name to be present in any form.","","","","","","","","","",,,,,"",,,,"II.assigningAuthorityName",0,1,"",""
"IntendedRecipient.id.displayable","IntendedRecipient.id.displayable","","","Displayable",0,0,"","","","boolean {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/bl-simple]]} {[]}
","","Specifies if the identifier is intended for human display and data entry (displayable = true) as opposed to pure machine interoperation (displayable = false).","","","","","","","","","",,,,,"",,,,"II.displayable",0,1,"",""
"IntendedRecipient.id.root","IntendedRecipient.id.root","","","Root",1,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/oid], CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/uuid], CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/ruid]]} {[]}
","","A unique identifier that guarantees the global uniqueness of the instance identifier. The root alone may be the entire instance identifier.","","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""1.2.250.1.71.4.2.1""/>","","","",,,,,"",,,,"II.root",0,1,"",""
"IntendedRecipient.id.extension","IntendedRecipient.id.extension","","","Extension",1,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/st-simple]]} {[]}
","Identifiant du destinataire prévu : Source pour les destinataires professionnels : valeur de PS_IdNat (voir annexe [6])","A character string as a unique identifier within the scope of the identifier root.","","","","","","","","","",,,,,"",,,,"II.extension",0,1,"",""
"IntendedRecipient.sdtcIdentifiedBy","IntendedRecipient.sdtcIdentifiedBy","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/IdentifiedBy {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"IntendedRecipient.sdtcIdentifiedBy",0,*,"",""
"IntendedRecipient.addr","IntendedRecipient.addr","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/AD {[]} {[]}
","Adresse géopostale du destinataire.","","","","","","","","","","",,,,,"",,,,"IntendedRecipient.addr",0,*,"",""
"IntendedRecipient.telecom","IntendedRecipient.telecom","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/TEL {[]} {[]}
","Coordonnées télécom du destinataire.","","","","","","","","","","",,,,,"",,,,"IntendedRecipient.telecom",0,*,"",""
"IntendedRecipient.informationRecipient","IntendedRecipient.informationRecipient","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Person {[CanonicalType[https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/fr-cda-assigned-person]]} {[]}
","Informations sur le destinataire prévu.","","","","","","","","","","",,,,,"",,,,"IntendedRecipient.informationRecipient",0,1,"",""
"IntendedRecipient.receivedOrganization","IntendedRecipient.receivedOrganization","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Organization {[CanonicalType[https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/fr-cda-represented-organization]]} {[]}
","Structure destinataire prévue.","","","","","","","","","","",,,,,"",,,,"IntendedRecipient.receivedOrganization",0,1,"",""
"IntendedRecipient.receivedOrganization.nullFlavor","IntendedRecipient.receivedOrganization.nullFlavor","","","Exceptional Value Detail",0,1,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://hl7.org/cda/stds/core/ValueSet/CDANullFlavor","",,,,"ANY.nullFlavor",0,1,"",""
"IntendedRecipient.receivedOrganization.realmCode","IntendedRecipient.receivedOrganization.realmCode","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CS {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of realm-specific constraints. The value of this attribute identifies the realm in question","","","","","","","","","",,,,,"",,,,"InfrastructureRoot.realmCode",0,*,"",""
"IntendedRecipient.receivedOrganization.typeId","IntendedRecipient.receivedOrganization.typeId","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/II {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of constraints defined in an HL7-specified message type. This might be a common type (also known as CMET in the messaging communication environment), or content included within a wrapper. The value of this attribute provides a unique identifier for the type in question.","","","","","","","","","",,,,,"",,,,"InfrastructureRoot.typeId",0,1,"","II-1:An II instance must have either a root or an nullFlavor. {root.exists() or nullFlavor.exists()}
"
"IntendedRecipient.receivedOrganization.typeId.nullFlavor","IntendedRecipient.receivedOrganization.typeId.nullFlavor","","","Exceptional Value Detail",0,0,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://hl7.org/cda/stds/core/ValueSet/CDANullFlavor","",,,,"ANY.nullFlavor",0,1,"",""
"IntendedRecipient.receivedOrganization.typeId.assigningAuthorityName","IntendedRecipient.receivedOrganization.typeId.assigningAuthorityName","","","Assigning Authority Name",0,0,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/st-simple]]} {[]}
","","A human readable name or mnemonic for the assigning authority. The Assigning Authority Name has no computational value. The purpose of a Assigning Authority Name is to assist an unaided human interpreter of an II value to interpret the authority. Note: no automated processing must depend on the assigning authority name to be present in any form.","","","","","","","","","",,,,,"",,,,"II.assigningAuthorityName",0,1,"",""
"IntendedRecipient.receivedOrganization.typeId.displayable","IntendedRecipient.receivedOrganization.typeId.displayable","","","Displayable",0,0,"","","","boolean {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/bl-simple]]} {[]}
","","Specifies if the identifier is intended for human display and data entry (displayable = true) as opposed to pure machine interoperation (displayable = false).","","","","","","","","","",,,,,"",,,,"II.displayable",0,1,"",""
"IntendedRecipient.receivedOrganization.typeId.root","IntendedRecipient.receivedOrganization.typeId.root","","","Root",1,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/oid], CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/uuid], CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/ruid]]} {[]}
","","Identifies the type as an HL7 Registered model","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""2.16.840.1.113883.1.3""/>","","","","",,,,,"",,,,"II.root",0,1,"",""
"IntendedRecipient.receivedOrganization.typeId.extension","IntendedRecipient.receivedOrganization.typeId.extension","","","Extension",1,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/st-simple]]} {[]}
","","A character string as a unique identifier within the scope of the identifier root.","","","","","","","","","",,,,,"",,,,"II.extension",0,1,"",""
"IntendedRecipient.receivedOrganization.templateId","IntendedRecipient.receivedOrganization.templateId","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/II {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of a set of template-defined constraints. The value of this attribute provides a unique identifier for the templates in question","","","","","","","","","",,,,,"",,,,"InfrastructureRoot.templateId",0,*,"",""
"IntendedRecipient.receivedOrganization.classCode","IntendedRecipient.receivedOrganization.classCode","","","",0,1,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""ORG""/>","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-EntityClassOrganization","",,,,"Organization.classCode",0,1,"",""
"IntendedRecipient.receivedOrganization.determinerCode","IntendedRecipient.receivedOrganization.determinerCode","","","",0,0,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""INSTANCE""/>","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-EntityDeterminer","",,,,"Organization.determinerCode",0,1,"",""
"IntendedRecipient.receivedOrganization.id","IntendedRecipient.receivedOrganization.id","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/II {[]} {[]}
","Identifiant de la structure : 
- Si le responsable est un professionnel : Identifiant de la structure pour le compte de laquelle intervient le professionnel. 
- Si le responsable est un SNR : SIREN de l'éditeur. 
- Si le responsable est le DP : Identifiant du DP.","","","","","","","","","","",,,,,"",,,,"Organization.id",0,*,"",""
"IntendedRecipient.receivedOrganization.id.nullFlavor","IntendedRecipient.receivedOrganization.id.nullFlavor","","","Exceptional Value Detail",0,1,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://hl7.org/cda/stds/core/ValueSet/CDANullFlavor","",,,,"ANY.nullFlavor",0,1,"",""
"IntendedRecipient.receivedOrganization.id.assigningAuthorityName","IntendedRecipient.receivedOrganization.id.assigningAuthorityName","","","Assigning Authority Name",0,0,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/st-simple]]} {[]}
","","A human readable name or mnemonic for the assigning authority. The Assigning Authority Name has no computational value. The purpose of a Assigning Authority Name is to assist an unaided human interpreter of an II value to interpret the authority. Note: no automated processing must depend on the assigning authority name to be present in any form.","","","","","","","","","",,,,,"",,,,"II.assigningAuthorityName",0,1,"",""
"IntendedRecipient.receivedOrganization.id.displayable","IntendedRecipient.receivedOrganization.id.displayable","","","Displayable",0,0,"","","","boolean {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/bl-simple]]} {[]}
","","Specifies if the identifier is intended for human display and data entry (displayable = true) as opposed to pure machine interoperation (displayable = false).","","","","","","","","","",,,,,"",,,,"II.displayable",0,1,"",""
"IntendedRecipient.receivedOrganization.id.root","IntendedRecipient.receivedOrganization.id.root","","","Root",0,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/oid], CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/uuid], CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/ruid]]} {[]}
","","A unique identifier that guarantees the global uniqueness of the instance identifier. The root alone may be the entire instance identifier.","","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""1.2.250.1.71.4.2.2""/>","","","",,,,,"",,,,"II.root",0,1,"",""
"IntendedRecipient.receivedOrganization.id.extension","IntendedRecipient.receivedOrganization.id.extension","","","Extension",0,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/st-simple]]} {[]}
","","A character string as a unique identifier within the scope of the identifier root.","","","","","","","","","",,,,,"",,,,"II.extension",0,1,"",""
"IntendedRecipient.receivedOrganization.name","IntendedRecipient.receivedOrganization.name","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/ON {[]} {[]}
","Nom de la structure : 
- Si le responsable est un professionnel : Nom de la structure. 
- Si le responsable est un SNR : Nom de l'éditeur. 
- Si le responsable est le DP : Dossier Pharmaceutique.","","","","","","","","","","",,,,,"",,,,"Organization.name",0,*,"",""
"IntendedRecipient.receivedOrganization.telecom","IntendedRecipient.receivedOrganization.telecom","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/TEL {[]} {[]}
","Coordonnées télécom de la structure :  
- Si le responsable est un professionnel : Coordonnées télécom de la structure. 
- Si le responsable est un SNR : non renseigné. 
- Si le responsable est le DP : non renseigné.","","","","","","","","","","",,,,,"",,,,"Organization.telecom",0,*,"",""
"IntendedRecipient.receivedOrganization.addr","IntendedRecipient.receivedOrganization.addr","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/AD {[]} {[]}
","Adresse géopostale de la structure : 
- Si le responsable est un professionnel : Adresse géopostale de la structure. 
- Si le responsable est un SNR : non renseigné. 
- Si le responsable est le DP : non renseigné.","","","","","","","","","","",,,,,"",,,,"Organization.addr",0,*,"",""
"IntendedRecipient.receivedOrganization.standardIndustryClassCode","IntendedRecipient.receivedOrganization.standardIndustryClassCode","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CE {[]} {[]}
","Cadre d'exercice du professionnel : 
- Si le responsable est un professionnel : Cadre d'exercice. 
- Si le responsable est un SNR : non renseigné. 
- Si le responsable est le DP : non renseigné.","","","","","","","","","","",,"example","","http://terminology.hl7.org/ValueSet/v3-OrganizationIndustryClassNAICS","",,,,"Organization.standardIndustryClassCode",0,1,"",""
"IntendedRecipient.receivedOrganization.standardIndustryClassCode.nullFlavor","IntendedRecipient.receivedOrganization.standardIndustryClassCode.nullFlavor","","","Exceptional Value Detail",0,0,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://hl7.org/cda/stds/core/ValueSet/CDANullFlavor","",,,,"ANY.nullFlavor",0,1,"",""
"IntendedRecipient.receivedOrganization.standardIndustryClassCode.code","IntendedRecipient.receivedOrganization.standardIndustryClassCode.code","","","Code",0,1,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","The plain code symbol defined by the code system. For example, ""784.0"" is the code symbol of the ICD-9 code ""784.0"" for headache.","","","","","","","","","",,"required","","https://mos.esante.gouv.fr/NOS/JDV_J04-XdsPracticeSettingCode-CISIS/FHIR/JDV-J04-XdsPracticeSettingCode-CISIS","",,,,"CD.code",0,1,"",""
"IntendedRecipient.receivedOrganization.standardIndustryClassCode.codeSystem","IntendedRecipient.receivedOrganization.standardIndustryClassCode.codeSystem","","","Code System",0,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/oid], CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/uuid], CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/ruid]]} {[]}
","","Specifies the code system that defines the code.","","","","","","","","","",,,,,"",,,,"CD.codeSystem",0,1,"",""
"IntendedRecipient.receivedOrganization.standardIndustryClassCode.codeSystemName","IntendedRecipient.receivedOrganization.standardIndustryClassCode.codeSystemName","","","Code System Name",0,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/st-simple]]} {[]}
","","The common name of the coding system.","","","","","","","","","",,,,,"",,,,"CD.codeSystemName",0,1,"",""
"IntendedRecipient.receivedOrganization.standardIndustryClassCode.codeSystemVersion","IntendedRecipient.receivedOrganization.standardIndustryClassCode.codeSystemVersion","","","Code System Version",0,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/st-simple]]} {[]}
","","If applicable, a version descriptor defined specifically for the given code system.","","","","","","","","","",,,,,"",,,,"CD.codeSystemVersion",0,1,"",""
"IntendedRecipient.receivedOrganization.standardIndustryClassCode.displayName","IntendedRecipient.receivedOrganization.standardIndustryClassCode.displayName","","","Display Name",0,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/st-simple]]} {[]}
","","A name or title for the code, under which the sending system shows the code value to its users.","","","","","","","","","",,,,,"",,,,"CD.displayName",0,1,"",""
"IntendedRecipient.receivedOrganization.standardIndustryClassCode.sdtcValueSet","IntendedRecipient.receivedOrganization.standardIndustryClassCode.sdtcValueSet","","","",0,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/oid]]} {[]}
","","The valueSet extension adds an attribute for elements with a CD dataType which indicates the particular value set constraining the coded concept.","","","","","","","","","",,,,,"",,,,"CD.valueSet",0,1,"",""
"IntendedRecipient.receivedOrganization.standardIndustryClassCode.sdtcValueSetVersion","IntendedRecipient.receivedOrganization.standardIndustryClassCode.sdtcValueSetVersion","","","",0,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/st-simple]]} {[]}
","","The valueSetVersion extension adds an attribute for elements with a CD dataType which indicates the version of the particular value set constraining the coded concept.","","","","","","","","","",,,,,"",,,,"CD.sdtcValueSetVersion",0,1,"",""
"IntendedRecipient.receivedOrganization.standardIndustryClassCode.originalText","IntendedRecipient.receivedOrganization.standardIndustryClassCode.originalText","","","Original Text",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/ED {[]} {[]}
","","The text or phrase used as the basis for the coding.","","","","","","","","","",,,,,"",,,,"CD.originalText",0,1,"",""
"IntendedRecipient.receivedOrganization.standardIndustryClassCode.qualifier","IntendedRecipient.receivedOrganization.standardIndustryClassCode.qualifier","","","Qualifier",0,0,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CR {[]} {[]}
","","Specifies additional codes that increase the specificity of the the primary code.","","","","","","","","","",,,,,"",,,,"CD.qualifier",0,*,"",""
"IntendedRecipient.receivedOrganization.standardIndustryClassCode.translation","IntendedRecipient.receivedOrganization.standardIndustryClassCode.translation","","","Translation",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CD {[]} {[]}
","","A set of other concept descriptors that translate this concept descriptor into other code systems.","","","","","","","","","",,,,,"",,,,"CD.translation",0,*,"",""
"IntendedRecipient.receivedOrganization.asOrganizationPartOf","IntendedRecipient.receivedOrganization.asOrganizationPartOf","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/OrganizationPartOf {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Organization.asOrganizationPartOf",0,1,"",""
